Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Parts_Per_Hour
182.59,126.67,24.148,19.178,261.27,21.12,3.36,47.0,184.77,26
221.74,99.9,25.802,14.659,309.49,27.12,7.72,109.4,109.37,51
196.1,121.0,27.616,19.123,289.19,22.03,13.11,23.1,94.65,24
188.44,121.07,17.966,12.006,382.49,24.34,5.98,97.9,166.55,70
185.39,111.2,16.271,11.933,338.68,22.24,11.76,66.0,109.22,71
228.74,138.53,35.218,12.808,267.12,22.28,10.46,40.2,90.9,44
203.79,98.55,31.12,16.472,164.4,23.47,9.94,11.0,3.19,33
230.73,111.4,28.324,14.79,235.26,21.56,12.83,21.4,2.58,38
184.57,117.64,34.033,19.104,308.01,25.93,1.2,103.7,125.52,31
202.07,126.45,39.83,8.305,351.39,24.34,14.01,73.2,14.68,34
217.76,134.88,27.831,16.498,387.92,24.9,12.61,29.2,147.39,32
235.35,107.64,34.234,11.964,281.64,20.31,14.13,60.0,124.47,37
202.31,125.22,43.607,10.163,258.08,27.7,12.11,13.8,91.55,33
223.81,90.54,40.189,14.125,105.31,24.6,13.3,12.8,141.96,33
242.02,145.29,27.78,14.061,121.63,19.97,3.84,109.0,198.61,76
223.11,106.81,34.342,9.644,146.83,25.5,5.47,55.5,49.27,54
196.31,131.07,20.312,10.423,116.43,19.74,5.41,44.0,111.41,91
181.71,81.42,31.816,12.898,220.26,18.63,2.53,113.9,168.57,36
240.91,94.36,44.44,12.906,201.06,23.28,11.21,48.5,3.37,29
181.49,114.1,30.549,11.811,291.21,23.54,2.91,41.0,40.7,40
241.23,141.48,42.829,9.783,260.7,19.89,1.74,33.5,104.19,55
217.03,116.91,27.22,8.052,278.79,21.48,11.86,68.2,110.45,61
245.73,145.09,44.965,19.643,241.59,27.46,13.67,67.5,17.27,26
235.91,113.87,32.377,19.322,183.32,20.85,11.7,2.9,81.49,30
249.86,114.33,16.268,13.804,385.85,19.56,12.55,78.8,103.96,82
204.55,88.38,32.603,19.941,125.92,27.93,9.34,94.8,84.6,24
233.7,136.19,23.237,16.084,381.67,21.02,13.43,74.3,140.12,46
208.14,97.29,15.974,8.826,193.37,24.8,7.95,104.5,154.27,98
213.59,142.97,39.626,9.413,253.8,20.32,14.84,33.9,92.05,43
223.93,143.76,23.272,18.993,132.65,23.5,2.45,23.8,85.13,59
241.16,146.03,38.896,15.561,121.28,21.86,12.33,84.0,141.07,52
248.89,116.42,23.647,18.118,228.86,27.62,9.98,23.4,111.06,55
233.78,127.4,20.83,18.779,322.51,22.33,9.13,11.8,174.09,42
209.24,134.5,44.218,13.375,180.81,23.84,11.16,12.5,96.23,41
209.49,89.17,25.849,8.582,268.7,27.45,12.76,92.4,114.87,56
231.63,122.07,33.041,10.259,183.6,27.89,13.08,4.4,25.76,53
196.71,82.4,33.299,8.799,216.58,19.02,3.46,35.4,167.2,50
187.73,114.83,31.814,10.265,371.93,26.34,3.76,16.4,84.46,40
204.82,90.84,42.441,12.926,356.75,21.82,1.23,90.8,143.81,26
200.11,92.8,35.233,9.418,254.81,23.95,2.85,60.9,85.9,40
200.74,105.55,27.112,10.001,171.43,21.75,4.69,25.5,0.2,64
196.35,110.27,40.871,13.35,157.96,22.01,11.09,90.3,80.08,35
182.95,123.62,20.432,12.082,386.23,19.59,7.66,90.3,29.5,53
181.25,85.21,31.327,13.612,160.81,23.73,11.61,63.2,79.72,41
249.14,115.26,43.517,13.15,342.45,23.47,7.81,33.8,64.27,34
209.94,92.78,33.762,15.734,210.69,19.89,8.78,70.8,40.51,31
206.9,120.18,39.509,19.246,395.7,23.42,2.55,112.1,24.75,24
227.58,124.62,34.607,9.294,210.45,27.73,11.87,7.1,145.71,50
195.28,118.97,40.181,9.191,205.45,25.14,11.61,32.8,150.97,37
246.5,131.68,43.335,18.234,291.24,22.81,5.31,34.9,53.0,30
235.04,103.49,23.188,14.077,388.46,27.16,5.6,76.2,99.04,50
186.26,133.56,20.09,17.197,392.86,23.75,4.08,78.5,92.81,44
209.23,110.29,29.52,10.585,312.16,19.35,12.39,25.6,71.05,43
241.54,113.89,36.056,17.946,326.38,23.48,11.46,26.7,55.53,28
246.13,125.37,21.816,19.086,269.02,19.81,9.53,111.5,37.21,57
212.72,81.29,15.123,15.626,326.73,25.68,4.34,91.0,174.58,64
222.94,125.78,25.288,9.271,357.93,27.67,3.41,112.2,166.66,60
191.69,123.3,44.066,18.744,245.83,21.61,1.7,99.7,83.44,18
249.38,101.69,35.849,17.51,285.96,22.35,1.64,48.9,144.24,36
196.22,86.01,27.04,17.011,261.2,22.21,3.62,15.5,99.67,32
245.99,86.37,20.777,8.441,268.74,20.85,2.41,75.9,17.08,100
225.48,144.63,25.683,17.588,367.01,25.94,8.79,42.9,164.48,41
222.54,128.25,20.095,9.655,206.69,24.18,6.01,51.6,43.85,94
215.89,88.9,18.189,10.669,162.46,18.64,7.23,51.7,141.36,87
196.15,104.97,42.202,14.926,236.88,26.39,9.32,112.4,105.48,24
192.36,121.47,44.93,11.18,162.43,19.87,10.23,9.2,138.11,37
195.43,138.49,19.923,15.936,249.52,27.79,10.07,24.0,94.24,65
193.05,83.06,16.636,15.297,371.05,21.77,4.65,73.3,140.51,61
234.57,96.56,24.892,9.298,285.23,24.16,12.33,106.2,6.56,74
204.51,142.28,28.85,15.872,356.63,18.78,13.85,110.2,8.17,37
184.05,80.64,21.145,19.087,149.86,21.45,5.42,67.5,179.27,38
247.84,94.1,24.043,9.933,370.26,26.02,1.24,5.1,149.94,51
241.87,147.13,21.026,15.165,280.54,22.77,13.59,44.2,165.69,68
244.94,122.94,38.228,12.102,109.53,27.05,13.93,110.3,91.32,50
249.64,98.32,36.377,13.515,289.94,23.75,1.71,60.5,91.93,47
192.17,84.69,34.049,11.444,385.42,27.29,1.07,87.5,106.8,35
207.74,81.97,26.617,12.25,123.75,27.83,12.43,33.0,48.73,47
233.08,97.13,42.271,8.347,274.74,22.54,5.22,4.0,146.7,34
228.72,141.7,44.086,19.779,374.64,23.65,13.8,69.8,165.89,24
190.77,109.11,20.209,15.498,102.91,26.35,4.03,100.4,181.44,56
237.11,130.42,21.69,14.008,289.27,20.22,13.06,118.8,103.41,69
195.71,144.28,30.769,12.605,242.47,26.62,1.96,101.7,82.92,52
195.67,108.56,17.738,14.472,204.1,23.92,4.65,66.9,166.19,63
217.59,93.39,28.093,12.561,288.26,25.26,14.62,73.4,150.53,42
221.51,116.2,32.454,12.319,115.81,18.8,4.24,99.1,173.45,62
220.61,143.57,30.662,13.567,325.92,25.66,2.86,3.4,131.15,53
186.4,136.31,24.927,11.312,101.34,21.11,13.0,114.2,176.66,58
241.42,84.61,31.273,10.161,192.08,26.05,2.65,64.2,17.81,64
198.59,128.48,43.764,14.679,251.19,23.09,2.36,114.3,135.91,34
189.07,120.03,21.181,18.113,213.11,20.75,5.53,92.0,17.76,42
242.21,143.52,34.645,9.834,192.24,27.53,9.89,19.1,149.78,72
246.9,88.57,16.302,8.393,349.25,25.65,10.95,20.7,125.69,98
240.35,117.38,16.992,10.962,380.45,27.86,13.34,43.1,3.2,89
236.67,141.56,31.555,19.757,362.11,21.64,8.57,32.4,119.85,28
225.87,108.7,18.148,17.945,256.73,24.49,6.51,53.3,29.26,46
218.56,113.74,15.67,15.15,365.25,24.12,6.02,72.9,28.48,60
186.09,84.93,20.145,19.151,376.26,24.88,12.86,53.0,30.09,33
208.59,99.47,31.945,13.343,222.77,18.38,11.13,7.7,96.76,38
206.09,102.72,36.1,19.799,185.03,20.92,13.68,117.1,23.1,25
198.18,146.16,21.074,11.556,129.48,27.09,14.5,51.6,25.13,79
230.64,99.79,35.048,10.884,243.73,22.24,5.2,102.3,51.23,48
214.71,112.26,20.474,15.657,383.89,27.61,8.42,9.8,0.17,49
185.67,126.99,33.404,12.538,268.27,20.14,9.85,97.4,55.16,37
195.41,91.35,27.359,15.516,300.27,27.97,3.29,21.6,123.68,40
227.83,114.05,34.614,11.66,133.87,24.98,1.75,81.8,120.31,63
185.33,131.7,44.852,15.415,143.06,25.76,13.15,79.8,193.91,25
239.58,140.68,43.135,11.309,239.34,21.97,8.5,109.3,23.93,55
214.66,123.84,15.128,8.612,385.38,27.07,8.99,39.2,173.11,86
213.64,126.83,41.563,18.946,208.24,23.45,8.77,14.0,78.24,21
221.47,88.84,16.995,18.598,363.25,24.81,11.57,103.9,77.41,41
237.73,146.2,43.591,19.65,136.09,18.95,3.04,40.5,69.76,36
204.35,89.28,23.455,16.598,285.11,24.32,9.6,28.7,24.95,45
227.46,134.23,26.461,16.193,280.18,26.79,7.57,58.9,95.7,53
219.6,98.54,17.749,14.708,357.96,19.78,13.56,18.4,157.48,58
198.69,145.35,18.368,9.511,101.0,25.38,8.27,36.3,175.09,102
241.5,130.4,36.802,10.271,156.98,18.25,14.2,46.8,192.57,59
235.82,132.77,43.33,11.474,165.91,27.26,5.95,34.0,157.06,52
226.09,95.33,33.322,18.682,384.99,27.83,14.54,54.6,124.62,18
239.54,111.01,36.476,10.076,146.11,21.54,13.25,46.8,99.51,56
240.71,123.25,37.859,19.074,111.09,19.07,9.18,93.2,174.98,37
229.59,133.9,22.884,14.273,260.34,24.59,5.95,110.3,147.9,78
238.59,87.28,16.357,16.587,258.57,18.3,6.26,13.0,32.25,64
228.82,147.37,15.056,9.323,353.21,22.82,11.82,99.0,136.51,119
227.61,142.32,25.519,11.228,384.66,20.72,9.13,111.9,86.21,72
223.3,98.92,22.244,19.502,261.56,22.73,6.62,82.7,119.16,42
232.69,137.59,16.87,11.194,379.0,18.18,9.9,119.6,179.67,95
191.1,116.28,20.386,11.558,317.55,18.52,11.27,40.9,130.51,57
241.66,112.33,18.735,10.371,179.37,18.16,1.32,99.8,187.74,116
241.03,102.01,42.446,9.549,378.53,24.19,2.26,81.2,173.27,34
182.05,120.67,19.208,10.799,300.23,23.6,2.32,39.5,25.78,69
237.81,131.09,31.129,15.708,224.23,20.33,4.25,84.9,2.33,59
189.02,108.77,32.793,13.464,304.07,24.47,6.98,61.6,76.88,37
203.46,124.05,31.305,14.645,220.39,26.84,12.25,23.5,173.07,35
232.05,128.95,17.972,9.468,134.26,20.77,5.92,21.7,46.03,148
191.25,129.78,24.564,17.625,315.69,26.32,1.24,85.9,138.28,37
237.26,83.64,16.538,17.409,347.23,24.63,7.77,85.7,95.2,53
238.25,140.18,26.87,8.259,318.64,18.34,14.95,64.2,149.22,72
215.52,112.08,20.658,12.602,168.73,21.75,5.89,60.7,33.0,85
180.45,98.37,31.849,8.825,386.99,23.08,14.46,22.4,47.82,46
200.09,96.92,35.784,17.505,107.58,25.32,2.42,52.1,48.5,26
223.18,113.81,30.964,16.847,199.81,20.87,3.42,104.7,109.69,44
248.68,142.08,28.027,18.824,178.03,27.83,11.14,102.7,57.92,55
224.23,106.48,26.62,10.837,114.44,24.85,8.02,79.6,162.34,69
198.19,132.48,40.251,13.476,221.72,21.73,11.71,119.7,69.36,32
224.38,86.78,21.581,10.214,286.93,18.97,13.09,107.3,132.17,67
217.8,113.32,37.027,12.455,364.77,19.81,4.52,18.3,189.7,29
234.59,149.42,37.724,14.267,396.91,22.88,10.56,48.5,121.38,31
187.49,133.93,27.576,8.64,342.43,22.95,9.51,16.7,48.43,49
233.27,94.74,23.919,16.578,240.6,25.68,13.06,56.5,166.09,43
217.89,115.1,29.116,14.52,317.11,25.26,7.02,93.4,2.51,53
247.41,96.35,17.796,17.948,353.09,20.01,1.73,19.5,51.31,62
203.93,108.67,16.378,11.261,239.59,23.95,9.04,105.8,77.5,85
224.28,134.61,18.348,18.84,335.52,18.21,14.42,68.7,39.2,48
245.24,133.99,20.614,19.984,244.8,21.99,1.2,90.1,120.8,58
187.18,95.97,30.125,19.032,215.95,25.64,4.36,6.4,111.6,29
245.61,144.56,40.474,17.335,257.83,22.0,5.42,12.2,81.3,36
228.15,121.48,22.069,17.748,302.76,26.36,11.72,74.9,58.88,43
184.75,106.59,43.055,14.885,318.06,27.76,5.53,100.7,86.78,21
201.07,115.14,43.647,10.282,207.02,24.07,4.35,105.0,58.24,34
229.57,122.35,43.767,16.124,271.4,19.45,10.08,82.9,44.25,27
184.71,119.19,40.127,16.553,372.96,21.8,1.65,24.9,70.25,22
220.75,114.05,25.915,19.825,392.89,18.09,3.39,24.2,120.47,23
204.21,115.35,17.181,14.496,168.17,24.03,6.71,105.9,129.68,64
223.46,92.35,32.065,11.256,157.85,26.22,5.98,14.5,59.47,47
183.2,136.89,31.76,16.204,303.01,24.3,5.86,82.6,189.48,29
241.01,117.92,40.499,19.753,224.41,25.86,2.52,64.5,52.39,25
248.14,89.18,44.88,10.127,107.27,26.0,6.05,51.1,142.43,41
247.82,133.63,30.245,11.912,204.06,26.51,12.17,53.4,16.3,77
232.48,145.27,25.356,14.503,342.02,20.67,6.79,113.5,132.97,62
189.11,146.31,20.577,10.043,339.23,26.71,9.21,103.5,91.99,61
233.08,105.83,15.144,8.267,248.41,24.54,3.29,103.9,113.82,145
181.72,89.49,30.273,12.044,241.77,20.9,1.98,49.4,36.81,43
181.55,116.29,31.666,18.384,273.85,27.87,13.32,13.7,86.71,25
202.65,87.88,39.748,8.522,165.82,27.5,5.64,119.7,153.26,51
214.21,145.38,30.137,13.147,257.81,23.74,5.9,18.3,153.42,48
233.93,92.85,42.494,17.146,103.31,26.43,13.29,62.4,47.51,28
227.83,97.69,33.843,19.438,242.67,20.61,10.91,32.5,70.52,24
211.21,108.46,40.21,19.826,200.82,22.16,11.59,61.8,0.76,14
199.15,106.82,19.449,13.064,302.46,19.84,10.55,37.3,17.99,63
249.8,135.63,40.66,19.405,291.51,23.2,2.48,107.7,25.35,36
209.83,111.94,35.254,8.425,214.25,22.96,14.41,116.2,58.73,49
211.6,91.95,20.107,16.951,102.18,20.13,13.73,49.8,151.8,42
191.45,98.7,20.693,15.713,175.68,24.73,4.31,9.4,102.05,53
235.64,115.64,42.795,10.994,290.0,19.18,12.26,79.9,158.52,33
228.56,90.32,15.966,14.088,121.71,18.62,6.73,45.8,150.98,104
195.45,122.82,28.876,9.555,132.29,21.85,10.57,118.3,117.43,56
185.77,119.6,24.404,18.459,294.11,22.1,3.32,11.6,99.97,33
227.63,130.03,34.952,12.295,326.73,21.2,8.54,15.2,186.26,33
225.82,145.64,40.189,15.513,196.46,20.58,2.77,84.2,113.85,44
199.13,143.86,25.811,9.905,246.9,21.39,8.51,91.3,96.56,62
246.56,146.23,27.807,10.474,383.71,19.63,4.41,57.1,173.82,76
190.57,97.13,44.458,19.903,383.66,22.03,7.33,34.0,14.29,13
210.26,89.21,38.517,17.037,192.25,27.05,10.35,37.9,131.21,25
246.05,101.16,41.916,19.544,343.0,20.24,13.28,41.2,22.61,17
209.38,142.66,28.163,11.55,278.18,24.84,3.31,27.8,163.96,49
224.7,148.04,22.022,9.975,392.65,19.42,13.51,102.2,158.53,61
207.83,140.15,27.356,14.037,243.28,21.54,6.46,8.7,100.72,45
199.2,87.7,36.483,13.936,332.41,21.21,12.81,49.5,132.21,36
248.88,146.32,18.283,10.099,330.44,27.37,8.18,90.0,154.52,122
208.65,109.64,23.114,16.799,249.23,22.28,13.07,1.5,96.66,42
242.59,80.65,16.399,12.341,338.69,24.9,10.28,105.5,181.19,73
196.1,110.97,27.97,10.236,178.31,24.02,8.12,85.0,87.41,52
194.92,83.22,39.823,11.984,136.68,19.41,5.38,9.7,178.4,33
182.18,118.07,15.74,14.764,227.55,27.4,14.56,107.5,116.55,71
225.62,103.7,35.26,16.718,383.09,21.46,12.21,59.0,85.25,22
205.8,113.14,42.975,13.783,250.22,18.45,6.34,78.6,0.82,34
240.51,122.92,22.108,14.307,290.58,21.0,3.33,106.0,59.11,75
213.12,140.82,35.809,9.667,287.25,21.36,11.91,105.9,173.58,49
247.77,126.33,44.253,18.976,139.77,18.93,14.86,49.6,85.74,34
192.99,110.38,43.868,19.145,217.09,24.2,4.91,29.3,84.29,19
240.8,137.36,22.048,16.201,312.08,21.47,13.82,31.6,97.88,60
234.36,143.39,18.01,8.212,391.6,24.29,2.76,92.1,57.26,110
233.96,88.38,19.448,14.445,150.41,18.07,14.33,111.6,98.31,70
239.13,117.24,36.061,15.551,223.13,27.82,11.43,9.6,75.15,31
233.27,99.92,36.773,19.936,128.53,19.71,5.85,2.8,181.89,27
223.84,83.29,35.227,19.953,172.71,24.59,5.26,98.9,112.79,26
189.19,126.8,25.082,18.291,213.03,25.16,10.01,47.0,166.83,33
182.28,140.39,20.093,8.766,262.19,19.72,9.31,33.9,137.37,69
244.46,91.4,32.423,19.439,169.17,19.12,13.87,23.4,42.52,29
223.17,136.87,29.51,15.352,168.27,19.53,11.73,42.2,173.53,45
235.76,139.74,36.865,17.611,333.35,20.47,8.57,116.6,17.45,40
213.71,144.0,28.241,12.886,388.79,19.68,13.99,117.3,89.73,46
188.21,98.57,25.159,11.836,197.08,24.74,9.3,40.5,47.83,56
188.76,143.28,23.804,13.559,306.4,22.21,12.9,115.7,107.51,47
227.99,102.45,21.344,9.762,177.42,23.38,12.77,36.7,60.01,81
210.12,118.66,22.972,12.285,378.39,18.47,13.87,102.7,144.57,53
194.04,83.54,17.845,18.291,301.87,26.61,1.95,26.2,187.38,44
214.41,83.07,25.406,8.455,340.8,19.71,9.17,99.4,141.82,53
184.49,130.43,16.097,9.811,114.81,21.6,7.56,43.1,71.06,97
220.74,111.11,20.592,9.501,279.55,18.72,7.87,24.3,120.01,69
198.83,97.94,37.403,12.837,258.28,19.37,7.44,112.2,177.71,30
235.83,93.33,24.764,19.964,187.9,24.66,12.72,26.5,54.01,35
201.73,126.9,35.047,10.08,178.73,24.93,5.46,119.0,23.64,51
211.87,80.03,36.507,9.746,274.01,24.77,7.48,13.9,26.15,37
180.81,136.41,32.436,18.981,311.95,23.52,3.81,2.2,98.97,25
185.07,85.55,43.761,18.585,109.95,27.53,4.52,104.6,146.43,20
207.47,93.4,15.643,8.387,270.22,23.07,10.25,70.8,131.45,93
213.6,107.04,37.16,17.02,151.14,22.49,2.64,51.2,90.78,33
222.0,113.94,43.764,15.866,142.11,20.48,3.63,10.8,145.86,31
200.42,104.85,40.868,17.213,286.94,18.99,8.39,69.4,126.79,15
228.65,102.45,20.037,13.934,193.26,23.48,1.61,47.9,125.65,89
240.21,147.47,24.805,19.897,232.26,21.15,2.78,58.6,40.48,50
234.59,124.91,20.174,8.526,208.0,23.24,13.09,76.0,62.52,104
182.77,81.64,33.039,10.812,294.5,20.06,12.85,77.2,68.88,37
213.64,110.11,36.366,12.759,241.04,26.38,5.87,115.3,161.64,37
187.35,141.25,24.512,13.397,389.04,28.0,5.87,79.0,155.02,44
196.94,101.1,31.185,19.056,205.71,21.22,14.11,41.4,50.53,27
249.07,86.62,35.728,14.72,322.09,26.42,1.36,40.2,11.03,35
189.97,133.09,27.64,8.541,177.19,26.73,9.12,57.8,153.56,59
214.92,122.42,40.62,12.894,252.63,27.96,9.36,31.9,81.97,35
223.27,119.92,38.146,12.998,265.77,21.43,12.03,45.8,43.96,31
229.17,83.75,16.94,19.586,198.73,25.56,14.32,101.2,23.4,46
219.18,89.83,33.634,15.19,241.53,20.29,5.98,103.3,2.56,40
180.68,123.58,22.06,15.628,183.78,24.25,7.13,75.7,85.55,44
202.85,94.55,31.726,16.559,101.8,25.05,10.4,70.4,67.95,25
216.24,115.28,43.707,17.24,164.69,25.41,14.54,51.8,139.29,30
186.15,118.14,41.372,15.621,310.02,20.07,13.47,76.7,195.33,25
204.54,99.85,27.135,10.846,331.29,26.49,10.34,96.9,41.36,45
182.32,146.39,23.745,18.489,184.06,22.21,12.99,88.8,48.61,38
185.5,138.97,22.032,16.785,222.41,20.16,2.19,5.2,67.46,45
207.78,130.57,30.975,16.902,111.21,23.43,6.28,88.0,93.19,53
189.29,85.46,18.427,19.959,171.12,26.63,1.18,86.7,139.54,41
219.73,87.43,31.478,17.63,333.77,27.67,3.48,12.8,70.41,26
228.26,114.49,15.04,17.95,281.8,25.48,9.83,18.9,20.84,61
236.04,91.25,24.715,19.417,161.73,18.06,13.4,94.8,146.07,41
194.01,148.48,21.598,9.814,177.23,19.35,9.86,67.5,158.93,82
191.72,91.1,44.137,13.973,345.04,18.76,10.3,98.8,49.53,22
187.32,114.12,36.817,14.967,162.73,19.01,2.45,23.0,27.35,36
224.55,105.49,25.49,11.951,200.25,21.83,10.31,4.6,105.56,54
229.45,124.76,17.785,18.073,299.31,21.38,7.36,20.3,41.66,62
182.21,89.03,30.504,17.149,268.33,19.14,10.12,54.9,74.83,27
245.53,110.12,21.403,16.651,238.26,26.82,5.57,63.3,155.47,65
183.64,99.23,31.093,19.966,369.92,24.15,9.14,103.1,43.92,23
217.89,142.14,40.061,11.113,165.91,25.96,6.94,86.2,161.25,54
229.63,82.84,33.474,16.825,322.43,21.72,8.82,118.9,134.8,28
240.97,143.96,34.014,14.617,147.72,22.1,3.06,10.4,43.95,57
229.99,138.31,31.231,11.756,284.72,21.18,6.54,16.5,105.28,55
236.12,100.83,42.818,9.927,361.19,22.38,6.24,11.0,122.81,28
203.76,135.25,42.957,18.751,237.37,24.1,11.31,65.1,40.06,25
237.04,82.18,30.382,15.145,317.29,22.93,10.89,32.8,28.99,31
185.61,147.68,24.173,17.899,346.12,26.38,13.72,82.4,106.23,35
242.64,116.86,28.788,14.544,140.81,27.0,9.85,16.8,138.77,55
218.33,101.23,20.597,10.64,311.75,22.7,5.4,13.3,93.01,63
237.21,105.38,34.09,12.051,375.95,20.4,11.97,55.8,14.01,38
211.66,84.65,30.003,12.578,272.91,27.45,7.96,45.7,185.04,39
225.05,149.25,18.099,19.675,155.84,25.35,3.71,99.7,138.99,60
216.85,82.75,20.929,8.068,138.08,24.4,11.46,100.7,124.24,75
231.21,125.84,29.389,19.828,177.92,25.45,2.86,15.0,128.73,32
185.71,110.99,41.628,19.766,131.05,18.76,3.49,97.7,79.72,20
184.22,146.42,31.992,19.954,254.02,18.68,11.62,68.1,196.88,22
197.3,97.22,35.446,13.719,120.91,19.53,11.78,60.9,26.54,33
191.17,117.25,25.171,19.566,167.02,19.47,12.07,12.3,147.83,29
241.02,113.76,32.142,12.747,231.97,22.21,5.11,89.0,84.18,52
195.34,129.2,28.421,8.316,242.17,19.57,13.13,8.1,176.22,49
248.31,84.76,34.774,10.692,269.62,26.55,11.12,34.0,143.45,44
203.58,93.57,16.517,19.344,311.68,23.78,12.68,12.4,112.45,45
192.75,95.02,29.799,8.165,114.17,21.68,10.92,64.2,187.54,51
235.28,131.67,23.88,14.552,124.19,18.7,9.11,77.8,182.49,74
226.11,93.24,24.786,8.907,118.26,23.91,2.53,107.0,10.47,87
214.87,120.14,43.828,11.437,226.95,19.17,10.95,88.3,38.52,34
218.88,95.07,20.481,9.057,112.55,25.43,10.67,115.4,135.21,92
230.34,140.31,24.337,18.314,323.82,26.03,5.37,91.6,184.37,45
195.99,145.95,30.297,15.093,166.9,23.44,11.3,36.5,86.07,42
249.74,116.29,40.891,18.825,381.76,19.5,8.71,66.2,7.66,28
248.24,104.66,27.5,16.26,245.92,25.87,8.83,55.5,128.66,57
225.52,96.38,37.316,19.652,233.9,21.08,6.15,68.4,38.94,20
193.97,83.48,40.691,14.119,334.16,20.23,2.63,69.1,110.46,26
227.62,98.8,24.3,15.665,313.95,22.71,4.04,84.6,76.94,40
185.05,125.8,26.783,14.916,282.19,27.23,11.76,10.9,111.61,44
182.15,117.35,25.697,13.811,380.54,20.97,4.8,89.9,186.49,41
198.04,146.08,39.986,18.152,226.68,27.06,1.03,18.1,97.16,22
212.38,107.74,16.33,15.734,342.56,18.54,14.96,4.1,6.91,57
240.78,128.57,24.253,17.616,214.03,18.84,3.95,62.7,116.18,62
230.9,114.25,35.382,17.436,351.5,24.99,10.18,70.2,65.15,27
231.99,115.88,31.963,10.293,177.84,19.91,13.98,5.1,155.63,54
209.78,98.74,28.089,15.802,186.78,21.17,9.4,62.3,93.99,41
204.22,111.85,31.198,10.396,303.36,19.36,12.19,64.6,148.27,45
205.97,112.95,20.928,15.0,163.81,21.32,14.67,7.2,181.76,56
249.14,129.46,27.921,16.129,168.75,20.8,13.05,85.7,72.45,61
182.81,145.84,30.051,19.967,191.58,25.36,8.81,26.0,197.88,18
240.69,103.05,42.036,8.367,303.68,25.02,6.09,95.5,29.96,50
220.51,82.95,22.825,9.095,366.82,27.55,7.75,38.0,128.79,57
210.7,114.74,41.035,8.924,302.37,25.24,12.79,57.9,6.95,38
230.77,118.11,34.327,12.78,348.34,24.95,12.95,107.1,42.61,34
214.07,91.79,15.61,17.859,263.07,24.94,12.84,96.9,126.76,57
241.14,133.23,36.739,18.129,120.68,26.83,9.36,94.0,9.24,44
243.05,148.95,16.067,16.844,130.14,20.96,7.68,20.1,20.36,124
209.52,146.2,44.921,18.763,266.32,21.0,5.36,6.7,58.2,23
199.38,93.8,41.179,11.874,198.34,25.41,1.05,73.1,115.13,32
221.46,141.28,23.92,9.058,166.17,20.29,11.7,49.9,3.2,90
243.87,129.31,22.722,8.698,239.88,27.12,4.88,109.2,96.47,105
194.75,111.77,26.443,18.226,299.95,23.35,5.62,42.6,125.15,32
223.61,117.84,25.685,16.765,215.5,21.0,12.81,49.9,80.5,46
224.21,139.47,26.17,16.383,340.76,25.76,1.73,63.6,13.53,52
231.32,113.61,24.548,12.076,321.56,21.12,13.99,95.8,122.17,54
189.21,106.12,33.634,12.559,320.47,27.63,1.02,32.9,121.17,35
230.11,114.53,19.928,19.497,395.56,27.83,14.15,113.1,101.21,30
243.63,120.54,40.379,8.766,188.57,24.67,7.37,65.3,138.63,60
192.58,93.24,39.372,17.285,293.42,19.14,2.43,101.1,41.56,22
196.63,143.06,29.294,11.716,356.64,20.63,10.44,63.5,135.71,36
248.0,127.19,40.582,8.469,273.86,23.15,13.54,92.9,32.29,59
192.67,124.33,22.414,16.911,336.85,26.51,7.13,7.1,78.54,36
239.81,86.96,15.527,11.971,224.34,19.85,10.68,96.1,13.51,102
214.46,122.29,33.576,16.666,277.15,19.04,14.71,63.4,163.83,28
197.31,88.47,28.737,16.492,116.7,18.74,4.37,54.5,107.65,32
240.95,85.51,32.015,14.417,395.73,23.07,12.49,14.3,194.21,32
211.17,116.91,41.98,17.328,340.01,26.85,5.13,89.2,188.47,19
216.04,108.19,44.098,14.972,360.64,18.42,6.97,16.6,199.71,15
205.15,121.22,34.034,11.44,308.29,20.12,4.94,23.9,20.25,35
221.51,86.25,37.922,16.809,155.82,24.93,7.24,16.0,121.32,27
191.45,110.17,17.514,15.07,109.31,26.26,1.07,1.8,81.52,74
207.38,92.24,19.821,8.153,359.4,26.07,5.25,79.8,106.53,70
247.86,149.1,36.996,18.82,218.9,25.85,7.23,33.2,61.75,39
198.07,119.28,27.941,14.548,179.16,19.3,9.85,18.8,9.61,44
225.97,128.12,28.379,18.424,268.5,21.97,9.92,39.1,141.55,40
202.76,102.78,24.258,18.593,226.27,27.85,9.17,60.4,193.16,30
234.14,86.63,33.221,13.34,295.5,27.89,5.1,60.9,106.48,40
189.16,148.31,20.555,14.092,245.14,24.02,14.26,44.7,65.92,64
247.89,100.04,33.807,12.989,309.17,25.09,6.49,59.9,187.66,42
211.77,109.67,20.214,13.393,356.03,27.51,4.04,51.9,72.93,55
196.52,125.49,16.915,18.742,158.67,22.5,8.76,98.9,182.91,55
185.14,81.73,24.911,17.458,198.83,19.37,11.49,4.5,171.14,35
191.88,136.72,21.934,9.518,231.04,24.69,1.17,104.3,105.74,65
216.38,117.56,41.67,15.324,388.62,27.6,4.87,30.0,135.37,25
203.59,99.48,16.649,19.951,209.6,24.97,12.55,86.9,140.06,48
238.02,84.31,20.298,15.147,214.33,26.03,8.1,49.2,128.22,55
